Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Replicate	Seeding Density	IC50	Emax (IC)	AUC (IC)	Curve Fit (IC)	r^2 (IC)	EC50 (IC)	Einf (IC)	Hill Coefficient (IC)	GR50	GRmax	AUC (GR)	Curve Fit (GR)	r^2 (GR)	EC50 (GR)	GRinf	Hill Coefficient (GR)
50058	MDA-MB-231	10102-999-6	Taxol	2	156.25	0.0861	0.3614	0.2869	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8813	0.0178	0.3690	0.8510	0.0165	-0.1130	0.4935	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.884	0.0211	-0.1125	0.8184
50058	MDA-MB-231	10102-999-6	Taxol	2	312.50	0.0304	0.3243	0.3403	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9432	0.0094	0.3479	1.0141	0.0106	-0.1000	0.5360	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9403	0.0126	-0.0862	0.9106
50058	MDA-MB-231	10102-999-6	Taxol	2	625.00	0.0258	0.3824	0.3405	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9733	0.0073	0.3830	1.1475	0.0103	0.0855	0.4904	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9725	0.0089	0.0767	1.0931
50058	MDA-MB-231	10102-999-6	Taxol	2	1250.00	0.0089	0.3289	0.4106	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9833	0.0041	0.3444	1.5007	0.0057	0.0618	0.5571	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9829	0.005	0.0772	1.3392
50058	MDA-MB-231	10102-999-6	Taxol	2	2500.00	0.0126	0.3171	0.3733	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9826	0.0059	0.3457	1.5549	0.0074	-0.0161	0.5387	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.983	0.0072	0.0202	1.3527
50058	MDA-MB-231	10102-999-6	Taxol	2	5000.00	0.0554	0.4353	0.2711	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.985	0.0103	0.4658	1.5909	0.0093	-0.1382	0.5469	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.985	0.0102	-0.0758	1.6059
50058	MDA-MB-231	10146-101-3	Omipalisib	2	156.25	0.4919	0.3133	0.3195	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9497	0.1879	0.2813	0.8592	0.1297	-0.2097	0.5552	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9596	0.2293	-0.2944	0.8125
50058	MDA-MB-231	10146-101-3	Omipalisib	2	312.50	0.4478	0.2713	0.3233	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9563	0.2183	0.2704	1.0833	0.188	-0.2122	0.5144	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9595	0.269	-0.2235	1.0314
50058	MDA-MB-231	10146-101-3	Omipalisib	2	625.00	0.4107	0.2477	0.3386	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.986	0.2321	0.2139	0.9785	0.198	-0.1739	0.5043	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9879	0.2966	-0.2401	0.9706
50058	MDA-MB-231	10146-101-3	Omipalisib	2	1250.00	0.2836	0.2035	0.3834	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9964	0.1668	0.1924	0.9148	0.16	-0.1910	0.5272	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9973	0.2406	-0.2176	0.8860
50058	MDA-MB-231	10146-101-3	Omipalisib	2	2500.00	0.3493	0.2056	0.3878	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9935	0.2138	0.1372	0.6535	0.1417	-0.2473	0.5602	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.995	0.3649	-0.4110	0.6343
50058	MDA-MB-231	10146-101-3	Omipalisib	2	5000.00	1.2441	0.2843	0.2519	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9951	0.7148	0.2018	0.9325	0.3033	-0.4401	0.5076	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9951	0.7107	-0.6057	0.9320
50058	MDA-MB-231	10250-999-4	Etoposide	2	156.25	1.0497	0.3112	0.2579	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9801	0.551	0.3384	1.7522	0.4812	-0.2287	0.4631	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9868	0.588	-0.1860	1.5779
50058	MDA-MB-231	10250-999-4	Etoposide	2	312.50	0.6286	0.2544	0.2930	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9494	0.3441	0.3321	1.8111	0.3642	-0.2456	0.4800	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9518	0.4218	-0.1227	1.4951
50058	MDA-MB-231	10250-999-4	Etoposide	2	625.00	1.1336	0.2935	0.2577	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9818	0.6175	0.3126	1.6153	0.6588	-0.0940	0.3909	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9886	0.7154	-0.0669	1.5237
50058	MDA-MB-231	10250-999-4	Etoposide	2	1250.00	0.6787	0.2900	0.2801	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9787	0.4119	0.3118	1.9568	0.504	-0.0149	0.3927	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9851	0.4991	0.0083	1.7058
50058	MDA-MB-231	10250-999-4	Etoposide	2	2500.00	0.7495	0.2800	0.2939	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9928	0.4396	0.3048	1.7630	0.5004	-0.0684	0.4176	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9943	0.5182	-0.0292	1.6282
50058	MDA-MB-231	10250-999-4	Etoposide	2	5000.00	2.4493	0.4246	0.2337	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9907	0.493	0.4434	1.3591	0.4275	-0.1476	0.4654	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9908	0.4946	-0.1099	1.3624
50058	MDA-MB-231	10264-999-2	Methotrexate	2	156.25	Inf	1.0357	-0.0491	flat fit: x = Einf	-115.8103	Inf	1.0357	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50058	MDA-MB-231	10264-999-2	Methotrexate	2	312.50	Inf	0.9889	-0.0313	flat fit: x = Einf	-1.6535	Inf	0.9889	0.0000	Inf	1.0072	-0.0341	flat fit: x = Einf	-1.9572	Inf	1.0072	0.0000
50058	MDA-MB-231	10264-999-2	Methotrexate	2	625.00	Inf	1.0500	-0.0425	flat fit: x = Einf	-5.9217	Inf	1.0500	0.0000	Inf	1.0500	-0.0436	flat fit: x = Einf	-9.101	Inf	1.0500	0.0000
50058	MDA-MB-231	10264-999-2	Methotrexate	2	1250.00	Inf	0.8144	-0.0167	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.699	4.2927	0.8117	5.0000	Inf	0.7796	-0.0135	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7691	4.2947	0.7763	5.0000
50058	MDA-MB-231	10264-999-2	Methotrexate	2	2500.00	Inf	0.5937	0.0259	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9559	3.2617	0.5921	5.0000	5.1862	0.4491	0.0394	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9676	3.3121	0.4469	4.9998
50058	MDA-MB-231	10264-999-2	Methotrexate	2	5000.00	56.287	0.6426	0.0456	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9977	6.0905	0.4886	1.6989	5.8779	0.2779	0.0919	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9977	6.1353	-0.0377	1.6948
50058	MDA-MB-231	10051-104-1	Lapatinib	10	156.25	11.1771	0.6352	-0.0226	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8681	11.1749	0.0005	5.0000	10.0863	0.5152	-0.0146	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9205	12.3724	-0.8886	5.0000
50058	MDA-MB-231	10051-104-1	Lapatinib	10	312.50	11.523	0.6689	-0.0248	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8438	11.4892	0.0073	5.0000	11.0126	0.6509	-0.0236	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8578	13.0514	-0.6690	5.0000
50058	MDA-MB-231	10051-104-1	Lapatinib	10	625.00	10.8333	0.5980	-0.0193	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8914	10.8148	0.0043	5.0000	10.5459	0.5888	-0.0175	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8995	12.6515	-0.7424	5.0000
50058	MDA-MB-231	10051-104-1	Lapatinib	10	1250.00	13.5226	0.7914	-0.0271	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6995	12.4514	0.1691	5.0000	13.5054	0.7977	-0.0270	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6857	12.6929	0.1334	4.9999
50058	MDA-MB-231	10051-104-1	Lapatinib	10	2500.00	Inf	0.7479	0.0060	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9287	9.6564	0.5250	3.5122	29.6148	0.7594	0.0070	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9406	10.3631	0.4871	3.4860
50058	MDA-MB-231	10051-104-1	Lapatinib	10	5000.00	Inf	0.8758	0.0054	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9199	3.8171	0.8748	4.9921	Inf	0.8307	0.0076	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9235	3.8345	0.8293	4.9928
50058	MDA-MB-231	10071-101-1	Palbociclib	10	156.25	0.5952	0.3587	0.3042	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9632	0.2131	0.4025	1.5910	0.2968	0.1024	0.4242	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9535	0.2232	0.1839	1.6080
50058	MDA-MB-231	10071-101-1	Palbociclib	10	312.50	0.745	0.3941	0.2584	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9862	0.3644	0.4273	2.6957	0.4361	0.2132	0.3318	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9772	0.368	0.2708	4.5989
50058	MDA-MB-231	10071-101-1	Palbociclib	10	625.00	0.8012	0.3802	0.2876	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9899	0.269	0.3944	1.4242	0.4157	0.2130	0.3592	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9901	0.269	0.2411	1.5119
50058	MDA-MB-231	10071-101-1	Palbociclib	10	1250.00	0.7266	0.3676	0.3147	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.967	0.2418	0.3858	1.3417	0.3969	0.1601	0.3988	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9671	0.2846	0.2029	1.5649
50058	MDA-MB-231	10071-101-1	Palbociclib	10	2500.00	1.4426	0.4450	0.3057	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9893	0.1738	0.4405	1.0053	0.3439	0.2323	0.4143	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9876	0.1893	0.2275	1.0163
50058	MDA-MB-231	10071-101-1	Palbociclib	10	5000.00	Inf	0.5962	0.2277	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9831	0.1941	0.5863	1.2276	0.2722	0.2342	0.4464	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9777	0.162	0.2205	1.1209
50058	MDA-MB-231	10097-101-1	Erlotinib	10	156.25	Inf	1.0437	-0.0446	flat fit: x = Einf	-15.7065	Inf	1.0437	0.0000	Inf	1.0475	-0.0446	flat fit: x = Einf	-13.1977	Inf	1.0475	0.0000
50058	MDA-MB-231	10097-101-1	Erlotinib	10	312.50	Inf	0.8711	-0.0429	flat fit: x = Einf	0.2802	Inf	0.8711	0.0000	Inf	0.8677	-0.0427	flat fit: x = Einf	0.3075	Inf	0.8677	0.0000
50058	MDA-MB-231	10097-101-1	Erlotinib	10	625.00	Inf	0.7286	-0.0143	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8629	10.7336	0.7164	5.0000	Inf	0.7355	-0.0136	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8631	10.833	0.7230	4.9995
50058	MDA-MB-231	10097-101-1	Erlotinib	10	1250.00	Inf	0.7126	-0.0256	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8373	15.7625	0.6252	4.9986	Inf	0.7300	-0.0251	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8261	16.616	0.6198	4.8290
50058	MDA-MB-231	10097-101-1	Erlotinib	10	2500.00	Inf	0.6947	0.0030	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9572	12.0104	0.6708	4.9998	Inf	0.7059	0.0041	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9644	12.2767	0.6802	4.9908
50058	MDA-MB-231	10097-101-1	Erlotinib	10	5000.00	Inf	0.8510	0.0001	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9384	22.4066	0.6479	2.7989	57.3808	0.7963	0.0004	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9417	24.1881	0.4533	2.7437
50058	MDA-MB-231	10099-101-1	Nilotinib	10	156.25	Inf	1.0500	0.0216	flat fit: x = Einf	0.0	Inf	1.0500	0.0000	Inf	1.0500	0.0703	flat fit: x = Einf	0.0	Inf	1.0500	0.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	10	312.50	Inf	0.9850	0.0067	flat fit: x = Einf	0.0654	Inf	0.9850	0.0000	Inf	1.0500	0.0251	flat fit: x = Einf	0.0603	Inf	1.0500	0.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	10	625.00	Inf	0.5549	0.0226	flat fit: x = Einf	0.3937	Inf	0.5549	0.0000	Inf	0.4779	0.0356	flat fit: x = Einf	0.3523	Inf	0.4779	0.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	10	1250.00	Inf	0.5126	0.0338	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9663	6.2866	0.5017	5.0000	8.5506	0.4209	0.0426	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9674	6.2282	0.3975	5.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	10	2500.00	7.6005	0.4200	0.0685	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9847	5.1884	0.4259	5.0000	5.8423	0.1866	0.0950	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9866	5.2632	0.2033	5.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	10	5000.00	8.5375	0.4489	0.0839	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9852	5.3228	0.4529	5.0000	5.6293	-0.1004	0.1408	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9852	5.8302	-0.0958	4.9975
50058	MDA-MB-231	10102-999-6	Taxol	10	156.25	0.0053	0.3394	0.4207	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.975	0.0026	0.3705	1.8355	0.0041	0.0750	0.5651	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9744	0.0035	0.1101	1.5101
50058	MDA-MB-231	10102-999-6	Taxol	10	312.50	0.0034	0.3121	0.4698	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9742	0.0019	0.3405	1.8951	0.0024	0.0510	0.6414	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9707	0.0021	0.0864	1.5152
50058	MDA-MB-231	10102-999-6	Taxol	10	625.00	0.0055	0.2890	0.4734	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9953	0.0026	0.3037	1.2500	0.0039	0.0430	0.6072	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9839	0.0035	0.0560	1.0553
50058	MDA-MB-231	10102-999-6	Taxol	10	1250.00	0.0049	0.2786	0.4430	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9905	0.0033	0.3135	2.5168	0.0041	0.0025	0.5823	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9868	0.0039	0.0638	2.4491
50058	MDA-MB-231	10102-999-6	Taxol	10	2500.00	0.0074	0.2967	0.4180	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9937	0.0043	0.3190	1.8531	0.0047	-0.0312	0.6026	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9953	0.0047	0.0058	1.6908
50058	MDA-MB-231	10102-999-6	Taxol	10	5000.00	0.0188	0.4457	0.2638	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9708	0.0088	0.4886	4.9966	0.0106	-0.1239	0.5298	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9714	0.0116	-0.0835	1.7291
50058	MDA-MB-231	10135-101-1	Linsitinib	10	156.25	18.735	0.4946	0.0268	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9511	9.9207	0.4792	5.0000	11.7076	0.2823	0.0487	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9694	10.1235	0.2583	5.0000
50058	MDA-MB-231	10135-101-1	Linsitinib	10	312.50	14.7442	0.3810	0.0111	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9628	11.784	0.3370	5.0000	13.5624	0.2587	0.0167	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.973	12.2976	0.1935	4.9994
50058	MDA-MB-231	10135-101-1	Linsitinib	10	625.00	18.165	0.4450	0.0377	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9589	18.165	0.0000	1.7631	16.5916	0.3647	0.0397	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9674	31.6379	-0.9992	1.7012
50058	MDA-MB-231	10135-101-1	Linsitinib	10	1250.00	22.2711	0.5165	0.0126	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9554	11.0283	0.4607	3.6190	19.7623	0.4968	0.0141	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9619	12.0954	0.4057	3.3970
50058	MDA-MB-231	10135-101-1	Linsitinib	10	2500.00	23.7116	0.5609	0.0356	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9754	23.7116	0.0000	1.5644	22.1571	0.5510	0.0349	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9791	46.9696	-0.9993	1.4616
50058	MDA-MB-231	10135-101-1	Linsitinib	10	5000.00	52.1497	0.6902	0.0467	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9748	51.4704	0.0056	0.8643	25.124	0.5622	0.0645	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9768	92.3877	-0.9963	0.8418
50058	MDA-MB-231	10146-101-3	Omipalisib	10	156.25	0.0624	0.2910	0.4217	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9679	0.0289	0.3564	1.6173	0.0287	-0.0232	0.6100	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9601	0.0255	0.1016	1.8894
50058	MDA-MB-231	10146-101-3	Omipalisib	10	312.50	0.0501	0.2772	0.4603	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9821	0.0278	0.3039	1.5890	0.0249	-0.0238	0.6561	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9799	0.0239	0.0342	1.7633
50058	MDA-MB-231	10146-101-3	Omipalisib	10	625.00	0.0636	0.2384	0.4973	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9852	0.0257	0.2585	0.8044	0.0242	-0.0587	0.6798	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9729	0.0259	-0.0249	0.6887
50058	MDA-MB-231	10146-101-3	Omipalisib	10	1250.00	0.0708	0.2384	0.4911	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9953	0.027	0.2563	0.7443	0.0246	-0.0800	0.6814	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9898	0.0282	-0.0478	0.6647
50058	MDA-MB-231	10146-101-3	Omipalisib	10	2500.00	0.1234	0.2631	0.4692	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9883	0.0318	0.2504	0.5120	0.022	-0.0977	0.6868	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9812	0.0372	-0.1347	0.4548
50058	MDA-MB-231	10146-101-3	Omipalisib	10	5000.00	1.6625	0.3725	0.3381	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9901	0.6036	0.1415	0.3283	0.0716	-0.2697	0.6274	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.984	1.102	-0.8088	0.3521
50058	MDA-MB-231	10236-999-2	17-AAG	10	156.25	1.5073	0.2871	0.1484	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9817	1.0355	0.3164	2.6686	1.1513	-0.0679	0.2290	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9905	1.228	-0.0655	1.9084
50058	MDA-MB-231	10236-999-2	17-AAG	10	312.50	1.1653	0.2456	0.1637	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9856	1.0134	0.2513	5.0000	1.0984	0.0299	0.2107	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9917	1.0796	0.0414	5.0000
50058	MDA-MB-231	10236-999-2	17-AAG	10	625.00	1.1087	0.2295	0.1678	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9842	0.9609	0.2555	5.0000	1.1256	0.0354	0.2033	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9875	1.0732	0.0681	3.0699
50058	MDA-MB-231	10236-999-2	17-AAG	10	1250.00	1.5521	0.2402	0.1459	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9842	1.2491	0.2530	3.2466	1.6131	0.0882	0.1675	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9883	1.5016	0.0901	2.7743
50058	MDA-MB-231	10236-999-2	17-AAG	10	2500.00	1.9995	0.2601	0.1573	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9951	1.4303	0.2484	2.0497	1.9158	0.1108	0.1761	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9973	1.7466	0.0828	1.9586
50058	MDA-MB-231	10236-999-2	17-AAG	10	5000.00	3.8096	0.3977	0.1104	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9958	2.1412	0.3857	2.5610	2.3948	0.0829	0.1625	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9967	2.2749	0.0613	2.5464
50058	MDA-MB-231	10071-101-1	Palbociclib	11	156.25	Inf	0.5275	0.3214	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8963	0.0791	0.5149	1.4569	0.1527	0.3770	0.4580	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8674	0.087	0.3056	1.6781
50058	MDA-MB-231	10071-101-1	Palbociclib	11	312.50	0.5675	0.3729	0.3437	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9688	0.1341	0.4053	1.1535	0.262	0.2106	0.4240	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9572	0.1414	0.2550	1.1558
50058	MDA-MB-231	10071-101-1	Palbociclib	11	625.00	0.4407	0.3893	0.3339	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9847	0.1121	0.4358	1.4992	0.2216	0.2325	0.4045	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9783	0.1245	0.3125	1.7013
50058	MDA-MB-231	10071-101-1	Palbociclib	11	1250.00	0.3887	0.3749	0.3580	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9866	0.1101	0.3886	1.1902	0.2165	0.2212	0.4308	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9856	0.125	0.2447	1.2230
50058	MDA-MB-231	10071-101-1	Palbociclib	11	2500.00	0.6172	0.4398	0.3324	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9895	0.0946	0.4510	1.2384	0.1931	0.2463	0.4340	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9906	0.1067	0.2663	1.2817
50058	MDA-MB-231	10071-101-1	Palbociclib	11	5000.00	Inf	0.5857	0.2664	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9917	0.072	0.5854	1.0795	0.1331	0.2549	0.4866	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9909	0.0683	0.2540	1.0621
